Epoch: 124, Loss: 0.2330, Train: 100.00%, Valid: 67.04%, Test In: 67.70% Test OOD1: 60.81% Test OOD2: 51.19% Test OOD3: 58.23% 
Epoch: 125, Loss: 0.2360, Train: 100.00%, Valid: 66.97%, Test In: 67.63% Test OOD1: 61.26% Test OOD2: 51.15% Test OOD3: 58.37% 
Epoch: 126, Loss: 0.2409, Train: 100.00%, Valid: 66.88%, Test In: 67.61% Test OOD1: 61.56% Test OOD2: 51.10% Test OOD3: 58.48% 
Epoch: 127, Loss: 0.2386, Train: 100.00%, Valid: 67.10%, Test In: 67.79% Test OOD1: 61.58% Test OOD2: 51.17% Test OOD3: 58.47% 
Epoch: 128, Loss: 0.2211, Train: 100.00%, Valid: 67.29%, Test In: 67.90% Test OOD1: 61.41% Test OOD2: 51.22% Test OOD3: 58.42% 
Epoch: 129, Loss: 0.2487, Train: 100.00%, Valid: 67.03%, Test In: 67.75% Test OOD1: 61.34% Test OOD2: 51.16% Test OOD3: 58.36% 
Epoch: 130, Loss: 0.2279, Train: 100.00%, Valid: 67.14%, Test In: 67.79% Test OOD1: 61.30% Test OOD2: 51.20% Test OOD3: 58.35% 
Epoch: 131, Loss: 0.2316, Train: 100.00%, Valid: 67.39%, Test In: 67.87% Test OOD1: 61.38% Test OOD2: 51.28% Test OOD3: 58.41% 
Epoch: 132, Loss: 0.2241, Train: 100.00%, Valid: 67.35%, Test In: 67.83% Test OOD1: 61.60% Test OOD2: 51.26% Test OOD3: 58.51% 
Epoch: 133, Loss: 0.2261, Train: 100.00%, Valid: 67.19%, Test In: 67.79% Test OOD1: 61.59% Test OOD2: 51.25% Test OOD3: 58.53% 
Epoch: 134, Loss: 0.2219, Train: 100.00%, Valid: 67.23%, Test In: 67.90% Test OOD1: 61.35% Test OOD2: 51.28% Test OOD3: 58.43% 
Epoch: 135, Loss: 0.2240, Train: 100.00%, Valid: 67.19%, Test In: 67.95% Test OOD1: 61.08% Test OOD2: 51.30% Test OOD3: 58.25% 
Epoch: 136, Loss: 0.2262, Train: 100.00%, Valid: 67.08%, Test In: 67.91% Test OOD1: 61.00% Test OOD2: 51.28% Test OOD3: 58.13% 
Epoch: 137, Loss: 0.2179, Train: 100.00%, Valid: 67.05%, Test In: 67.96% Test OOD1: 60.93% Test OOD2: 51.28% Test OOD3: 58.08% 
Epoch: 138, Loss: 0.2270, Train: 100.00%, Valid: 67.15%, Test In: 68.03% Test OOD1: 61.18% Test OOD2: 51.27% Test OOD3: 58.24% 
Epoch: 139, Loss: 0.2173, Train: 100.00%, Valid: 67.21%, Test In: 68.03% Test OOD1: 61.47% Test OOD2: 51.25% Test OOD3: 58.41% 
Epoch: 140, Loss: 0.2083, Train: 100.00%, Valid: 67.27%, Test In: 68.05% Test OOD1: 61.53% Test OOD2: 51.27% Test OOD3: 58.44% 
Epoch: 141, Loss: 0.2050, Train: 100.00%, Valid: 67.37%, Test In: 68.10% Test OOD1: 61.34% Test OOD2: 51.34% Test OOD3: 58.32% 
Epoch: 142, Loss: 0.2157, Train: 100.00%, Valid: 67.35%, Test In: 68.09% Test OOD1: 61.04% Test OOD2: 51.31% Test OOD3: 58.16% 
Epoch: 143, Loss: 0.2000, Train: 100.00%, Valid: 67.21%, Test In: 68.07% Test OOD1: 60.91% Test OOD2: 51.26% Test OOD3: 58.05% 
Epoch: 144, Loss: 0.1985, Train: 100.00%, Valid: 67.09%, Test In: 68.01% Test OOD1: 60.86% Test OOD2: 51.22% Test OOD3: 58.01% 
Epoch: 145, Loss: 0.2145, Train: 100.00%, Valid: 67.12%, Test In: 68.04% Test OOD1: 60.91% Test OOD2: 51.27% Test OOD3: 58.11% 
Epoch: 146, Loss: 0.2050, Train: 100.00%, Valid: 67.16%, Test In: 68.08% Test OOD1: 61.03% Test OOD2: 51.24% Test OOD3: 58.21% 
Epoch: 147, Loss: 0.2111, Train: 100.00%, Valid: 67.11%, Test In: 68.05% Test OOD1: 61.11% Test OOD2: 51.20% Test OOD3: 58.13% 
Epoch: 148, Loss: 0.2044, Train: 100.00%, Valid: 67.30%, Test In: 68.16% Test OOD1: 61.09% Test OOD2: 51.23% Test OOD3: 58.09% 
Epoch: 149, Loss: 0.1994, Train: 100.00%, Valid: 67.42%, Test In: 68.20% Test OOD1: 61.30% Test OOD2: 51.25% Test OOD3: 58.15% 
Epoch: 150, Loss: 0.1956, Train: 100.00%, Valid: 67.45%, Test In: 68.25% Test OOD1: 61.44% Test OOD2: 51.30% Test OOD3: 58.27% 
Epoch: 151, Loss: 0.2026, Train: 100.00%, Valid: 67.52%, Test In: 68.38% Test OOD1: 61.22% Test OOD2: 51.38% Test OOD3: 58.22% 
